task_id_list	station_id	score	willingness
T0022	C054	10.253	0.850
T0023	C054	25.842	0.518
T0024	C054	8.770	0.650
T0025	C054	18.107	0.591
T0026	C054	16.676	0.779
T0027	C054	13.557	0.499
T0007,T0023	C054	28.448	0.591
T0016,T0003	C054	42.479	0.842
T0008,T0010	C054	27.442	0.633
T0000,T0020	C054	36.045	0.614
T0014,T0018	C054	22.254	0.611
T0004,T0009	C054	29.289	0.673
T0001,T0007	C054	29.835	0.829
T0002,T0011	C054	37.618	0.557
T0000	C055	25.235	0.767
T0001	C055	21.094	0.678
T0002	C055	17.830	0.763
T0003	C055	17.477	0.540
T0005	C055	13.496	0.777
T0007	C055	11.676	0.702
T0008	C055	24.581	0.469
T0009	C055	26.185	0.508
T0010	C055	22.480	0.526
T0011	C055	17.822	0.763
T0012	C055	24.926	0.569
T0014	C055	10.003	0.788
T0015	C055	21.468	0.478
T0017	C055	16.707	0.460
T0018	C055	25.044	0.507
T0019	C055	25.504	0.835
T0020	C055	19.124	0.425
T0021	C055	23.840	0.644
T0022	C055	25.530	0.848
T0023	C055	13.262	0.738
T0024	C055	15.690	0.696
T0025	C055	25.101	0.722
T0026	C055	13.768	0.416
T0027	C055	18.638	0.517
T0025,T0005	C055	40.028	0.519
T0020,T0024	C055	29.531	0.629
T0008,T0016	C055	35.279	0.692
T0027,T0002	C055	26.197	0.656
T0018,T0007	C055	45.969	0.616
T0027,T0016	C055	31.064	0.583
T0017,T0018	C055	43.703	0.675
T0025,T0019	C055	31.620	0.745
